"id_respuesta","fecha","edad","area","satisfaccion","comentario"
"R40172","2025-11-15","32","Ventas","2"," "
"R40175","2025-11-26","53","Ventas","9"," "
"R40176","2025-11-23","63","Ventas","9"," "
"R40177","2025-11-12","63","Postventa","10","Excelente"
"R40182","2025-11-07","28","Atencion","2"," "
"R40183","2025-11-02","41","Ventas","8","Podria mejorar"
"R40186","2025-11-08","47","Soporte","9"," "
"R40187","2025-11-13","42","Soporte","6"," "
"R40188","2025-11-12","21","Postventa","5","Excelente"
"R40190","2025-11-14","46","Soporte","8","Podria mejorar"
"R40191","2025-11-23","37","Soporte","10"," "
"R40202","2025-11-15","58","Postventa","8"," "
"R40203","2025-11-22","59","Ventas","9"," "
"R40207","2025-11-06","32","Ventas","5","Rapido"
"R40211","2025-11-30","49","Atencion","5"," "
"R40216","2025-11-23","21","Soporte","9","Mal servicio"
"R40217","2025-11-14","35","Soporte","2","Muy bien"
"R40220","2025-11-18","41","Atencion","3","Mal servicio"
"R40224","2025-11-23","39","Atencion","6","Mal servicio"
"R40225","2025-11-17","52","Postventa","3"," "
"R40227","2025-11-08","52","Soporte","5","Muy bien"
"R40228","2025-11-14","59","Ventas","2","Podria mejorar"
"R40229","2025-11-07","19","Atencion","2","Rapido"
"R40235","2025-11-08","25","Atencion","10"," "
"R40237","2025-11-08","26","Atencion","7","Excelente"
"R40238","2025-11-06","58","Ventas","2","Muy bien"
"R40240","2025-11-20","28","Soporte","5"," "
"R40244","2025-11-18","31","Atencion","3"," "
"R40245","2025-11-15","42","Atencion","2","Podria mejorar"
"R40250","2025-11-09","34","Postventa","8"," "
"R40256","2025-11-12","65","Atencion","4","Muy bien"
"R40258","2025-11-01","56","Atencion","6"," "
"R40261","2025-11-18","40","Soporte","4","Rapido"
"R40266","2025-11-18","52","Soporte","7","Muy bien"
"R40270","2025-11-26","50","Atencion","6"," "
"R40271","2025-11-24","26","Ventas","5","Podria mejorar"
"R40272","2025-11-30","42","Soporte","7"," "
"R40274","2025-11-26","31","Ventas","2"," "
"R40278","2025-11-22","60","Soporte","10"," "
"R40279","2025-11-21","55","Atencion","4"," "
"R40281","2025-11-28","64","Atencion","3"," "
"R40285","2025-11-20","26","Soporte","4","Muy bien"
"R40288","2025-11-04","46","Atencion","8"," "
"R40291","2025-11-14","50","Atencion","5"," "
"R40293","2025-11-10","39","Soporte","6","Excelente"
"R40294","2025-11-03","37","Soporte","3","Muy bien"
"R40297","2025-11-09","62","Soporte","5","Excelente"
"R40299","2025-11-29","59","Atencion","6"," "
"R40301","2025-11-29","28","Ventas","3"," "
"R40305","2025-11-06","43","Soporte","2","Mal servicio"
"R40306","2025-11-26","51","Atencion","10","Rapido"
"R40312","2025-11-15","61","Soporte","9"," "
"R40313","2025-11-25","24","Soporte","4"," "
"R40315","2025-11-20","37","Soporte","6"," "
"R40318","2025-11-06","23","Soporte","6","Rapido"
"R40320","2025-11-02","26","Soporte","3","Podria mejorar"
"R40325","2025-11-25","63","Soporte","7"," "
"R40328","2025-11-03","21","Soporte","4","Mal servicio"
"R40330","2025-11-17","44","Atencion","9"," "
"R40331","2025-11-22","60","Soporte","1"," "
"R40332","2025-11-03","43","Atencion","7","Podria mejorar"
"R40333","2025-11-02","42","Atencion","7"," "
"R40338","2025-11-23","32","Ventas","2"," "
"R40342","2025-11-11","34","Ventas","3","Rapido"
"R40345","2025-11-05","28","Soporte","3"," "
"R40346","2025-11-28","59","Atencion","2"," "
"R40347","2025-11-30","65","Atencion","6","Podria mejorar"
"R40348","2025-11-03","63","Soporte","9"," "
"R40350","2025-11-28","20","Postventa","8","Rapido"
"R40352","2025-11-13","34","Atencion","2","Muy bien"
"R40354","2025-11-29","63","Ventas","3"," "
"R40355","2025-11-01","48","Atencion","9"," "
"R40356","2025-11-12","51","Soporte","3","Podria mejorar"
"R40357","2025-11-04","25","Atencion","8","Excelente"
"R40361","2025-11-01","36","Postventa","3"," "
"R40363","2025-11-10","27","Atencion","7"," "
"R40366","2025-11-12","31","Atencion","2","Mal servicio"
"R40369","2025-11-15","23","Atencion","3"," "
"R40370","2025-11-12","47","Soporte","5","Excelente"
"R40372","2025-11-24","53","Atencion","2"," "
"R40375","2025-11-30","42","Atencion","5"," "
"R40376","2025-11-12","22","Soporte","2","Muy bien"
"R40380","2025-11-16","41","Ventas","8","Excelente"
"R40381","2025-11-01","24","Atencion","6"," "
"R40384","2025-11-07","20","Postventa","10"," "
"R40387","2025-11-02","39","Soporte","6"," "
"R40391","2025-11-03","25","Soporte","9","Mal servicio"
"R40393","2025-11-15","39","Soporte","5"," "
"R40394","2025-11-30","30","Soporte","9"," "
"R40396","2025-11-05","30","Atencion","2","Mal servicio"
"R40397","2025-11-14","38","Atencion","2","Excelente"
"R40398","2025-11-22","24","Atencion","7","Rapido"
"R40405","2025-11-05","43","Ventas","6","Excelente"
"R40406","2025-11-21","54","Ventas","8","Mal servicio"
"R40407","2025-11-13","32","Atencion","5","Podria mejorar"
"R40412","2025-11-07","20","Soporte","8"," "
"R40415","2025-11-08","25","Postventa","4","Mal servicio"
"R40416","2025-11-12","51","Soporte","6","Excelente"
"R40417","2025-11-07","45","Soporte","3"," "
"R40419","2025-11-01","32","Atencion","7","Excelente"
"R40425","2025-11-26","36","Soporte","7","Muy bien"
"R40427","2025-11-08","34","Soporte","6"," "
"R40431","2025-11-25","62","Postventa","7","Excelente"
"R40432","2025-11-27","26","Soporte","2"," "
"R40434","2025-11-26","31","Postventa","8"," "
"R40436","2025-11-18","62","Soporte","5"," "
"R40440","2025-11-20","40","Ventas","5","Mal servicio"
"R40441","2025-11-17","28","Postventa","8","Rapido"
"R40443","2025-11-25","50","Soporte","7","Rapido"
"R40444","2025-11-25","37","Ventas","8","Rapido"
"R40447","2025-11-17","45","Postventa","3"," "
"R40448","2025-11-12","54","Ventas","7","Mal servicio"
"R40449","2025-11-12","46","Atencion","7"," "
"R40452","2025-11-20","46","Atencion","8","Mal servicio"
"R40453","2025-11-22","21","Atencion","7"," "
"R40457","2025-11-18","65","Ventas","8"," "
"R40460","2025-11-30","36","Soporte","6"," "
"R40466","2025-11-22","40","Atencion","4"," "
"R40469","2025-11-02","38","Atencion","10","Muy bien"
"R40473","2025-11-26","64","Atencion","4"," "
"R40476","2025-11-25","36","Atencion","9","Muy bien"
"R40489","2025-11-09","46","Soporte","10","Rapido"
"R40492","2025-11-12","30","Atencion","2","Excelente"
"R40493","2025-11-04","36","Ventas","3"," "
"R40494","2025-11-17","47","Atencion","3"," "
"R40498","2025-11-24","49","Atencion","10","Excelente"
"R40500","2025-11-20","61","Atencion","1"," "
"R40501","2025-11-08","19","Soporte","6"," "
"R40513","2025-11-13","54","Ventas","3"," "
"R40518","2025-11-09","45","Atencion","5"," "
"R40519","2025-11-16","61","Postventa","1"," "
"R40520","2025-11-05","28","Postventa","6"," "
"R40522","2025-11-13","24","Atencion","4","Mal servicio"
"R40527","2025-11-23","58","Ventas","6","Podria mejorar"
"R40537","2025-11-13","51","Atencion","5"," "
"R40538","2025-11-17","46","Atencion","5"," "
"R40541","2025-11-21","65","Ventas","3"," "
"R40542","2025-11-06","50","Postventa","4"," "
"R40543","2025-11-13","32","Postventa","8","Muy bien"
"R40549","2025-11-30","38","Soporte","1"," "
"R40552","2025-11-30","32","Soporte","1"," "
"R40557","2025-11-06","45","Ventas","8","Excelente"
"R40558","2025-11-18","19","Postventa","7","Muy bien"
"R40560","2025-11-04","41","Atencion","1","Rapido"
"R40561","2025-11-13","20","Soporte","10"," "
"R40564","2025-11-23","35","Soporte","3"," "
"R40569","2025-11-29","26","Atencion","3"," "
"R40570","2025-11-12","36","Ventas","4","Rapido"
"R40571","2025-11-19","55","Ventas","5","Podria mejorar"
"R40572","2025-11-28","49","Atencion","3"," "
"R40573","2025-11-11","25","Atencion","4","Mal servicio"
"R40577","2025-11-22","21","Postventa","9","Mal servicio"
"R40578","2025-11-19","26","Postventa","5","Muy bien"
"R40579","2025-11-18","33","Atencion","2","Excelente"
"R40580","2025-11-23","22","Ventas","5","Mal servicio"
"R40585","2025-11-07","46","Atencion","5"," "
"R40586","2025-11-29","48","Postventa","6","Rapido"
"R40587","2025-11-04","22","Ventas","9"," "
"R40589","2025-11-11","26","Atencion","4","Podria mejorar"
"R40590","2025-11-08","23","Soporte","9"," "
"R40592","2025-11-23","54","Ventas","9","Muy bien"
"R40596","2025-11-15","49","Atencion","4"," "
"R40599","2025-11-24","27","Atencion","4","Muy bien"
"R40600","2025-11-29","41","Soporte","6"," "
"R40605","2025-11-15","61","Atencion","2","Podria mejorar"
"R40608","2025-11-06","22","Soporte","6"," "
"R40609","2025-11-11","28","Ventas","9","Mal servicio"
"R40611","2025-11-01","49","Soporte","3","Excelente"
"R40614","2025-11-13","33","Ventas","5","Excelente"
"R40615","2025-11-04","55","Atencion","5","Podria mejorar"
"R40616","2025-11-13","24","Postventa","10","Rapido"
"R40617","2025-11-29","57","Ventas","2"," "
"R40618","2025-11-17","19","Soporte","4"," "
"R40619","2025-11-01","55","Postventa","4"," "
"R40622","2025-11-23","28","Ventas","10"," "
"R40624","2025-11-30","48","Soporte","6"," "
"R40625","2025-11-11","41","Soporte","8","Podria mejorar"
"R40626","2025-11-01","48","Soporte","6","Rapido"
"R40628","2025-11-29","37","Atencion","8"," "
"R40629","2025-11-29","42","Soporte","6","Mal servicio"
"R40630","2025-11-06","39","Soporte","4"," "
"R40631","2025-11-15","35","Atencion","6"," "
"R40635","2025-11-10","58","Soporte","6","Muy bien"
"R40639","2025-11-08","40","Soporte","7","Rapido"
"R40641","2025-11-12","32","Soporte","4"," "
"R40642","2025-11-27","27","Atencion","10","Mal servicio"
"R40643","2025-11-11","30","Atencion","5","Rapido"
"R40648","2025-11-16","39","Ventas","2"," "
"R40649","2025-11-19","58","Soporte","10"," "
"R40650","2025-11-15","38","Atencion","9"," "
"R40651","2025-11-16","21","Atencion","3"," "
"R40659","2025-11-17","33","Ventas","2","Podria mejorar"
"R40663","2025-11-19","26","Atencion","4","Mal servicio"
"R40664","2025-11-17","51","Atencion","3"," "
"R40665","2025-11-15","26","Soporte","1","Rapido"
"R40666","2025-11-07","47","Postventa","3"," "
"R40667","2025-11-25","18","Soporte","2"," "
"R40671","2025-11-04","31","Atencion","6","Mal servicio"
"R40672","2025-11-21","38","Atencion","9","Mal servicio"
"R40673","2025-11-17","36","Soporte","9"," "
"R40675","2025-11-15","63","Soporte","9"," "
"R40676","2025-11-25","19","Atencion","1","Muy bien"
"R40678","2025-11-07","34","Atencion","2"," "
"R40679","2025-11-28","58","Ventas","8","Podria mejorar"
"R40680","2025-11-13","56","Ventas","3"," "
"R40682","2025-11-12","50","Soporte","9","Mal servicio"
"R40684","2025-11-19","51","Ventas","6"," "
"R40685","2025-11-08","57","Ventas","5"," "
"R40689","2025-11-01","65","Ventas","1"," "
"R40691","2025-11-28","22","Postventa","7"," "
"R40694","2025-11-07","37","Ventas","2","Muy bien"
"R40696","2025-11-28","26","Atencion","4"," "
"R40698","2025-11-11","38","Soporte","2"," "
"R40699","2025-11-09","55","Ventas","3","Rapido"
"R40701","2025-11-02","38","Ventas","10","Mal servicio"
"R40703","2025-11-07","48","Ventas","6"," "
"R40706","2025-11-12","60","Atencion","8","Muy bien"
"R40707","2025-11-30","18","Atencion","7"," "
"R40712","2025-11-30","52","Atencion","8","Podria mejorar"
"R40714","2025-11-16","36","Atencion","7","Podria mejorar"
"R40717","2025-11-22","23","Ventas","4","Mal servicio"
"R40719","2025-11-11","49","Postventa","4","Excelente"
"R40720","2025-11-02","51","Soporte","9","Rapido"
"R40721","2025-11-05","35","Soporte","5","Mal servicio"
"R40722","2025-11-08","65","Atencion","10","Excelente"
"R40724","2025-11-11","22","Soporte","2","Mal servicio"
"R40727","2025-11-26","60","Postventa","8"," "
"R40731","2025-11-15","34","Soporte","6"," "
"R40733","2025-11-13","40","Atencion","9"," "
"R40734","2025-11-25","39","Soporte","6"," "
"R40735","2025-11-03","49","Soporte","9","Podria mejorar"
"R40736","2025-11-26","33","Soporte","1"," "
"R40739","2025-11-09","53","Ventas","5"," "
"R40740","2025-11-11","25","Soporte","8"," "
"R40743","2025-11-15","58","Atencion","2"," "
"R40746","2025-11-29","50","Atencion","3","Mal servicio"
"R40748","2025-11-16","43","Atencion","3","Podria mejorar"
"R40750","2025-11-08","26","Atencion","6"," "
"R40754","2025-11-05","22","Ventas","5","Excelente"
"R40755","2025-11-12","62","Atencion","6","Mal servicio"
"R40759","2025-11-01","53","Atencion","10"," "
"R40760","2025-11-16","28","Ventas","3","Muy bien"
"R40765","2025-11-24","63","Atencion","6","Excelente"
"R40766","2025-11-17","26","Atencion","8"," "
"R40768","2025-11-24","45","Atencion","6"," "
"R40769","2025-11-15","47","Atencion","4","Rapido"
"R40770","2025-11-11","30","Atencion","8"," "
"R40771","2025-11-15","28","Soporte","4","Mal servicio"
"R40776","2025-11-06","64","Postventa","3","Podria mejorar"
"R40782","2025-11-23","28","Soporte","1"," "
"R40783","2025-11-01","36","Atencion","1"," "
"R40785","2025-11-06","42","Postventa","9","Excelente"
"R40786","2025-11-17","60","Soporte","8"," "
"R40788","2025-11-12","43","Atencion","5"," "
"R40790","2025-11-09","23","Soporte","2","Excelente"
"R40792","2025-11-27","47","Atencion","2"," "
"R40793","2025-11-02","27","Atencion","5"," "
"R40795","2025-11-02","63","Soporte","3","Podria mejorar"
"R40797","2025-11-28","60","Atencion","8"," "
"R40798","2025-11-09","41","Soporte","1","Muy bien"
"R40799","2025-11-22","18","Postventa","3"," "
"R40802","2025-11-24","61","Atencion","6","Mal servicio"
"R40804","2025-11-01","26","Ventas","5","Podria mejorar"
"R40805","2025-11-13","56","Ventas","3"," "
"R40808","2025-11-04","54","Ventas","4","Muy bien"
"R40813","2025-11-05","27","Atencion","2"," "
"R40814","2025-11-20","53","Ventas","8","Excelente"
"R40815","2025-11-29","41","Soporte","8"," "
"R40818","2025-11-30","39","Soporte","10"," "
"R40820","2025-11-16","37","Atencion","6"," "
"R40822","2025-11-13","54","Atencion","5","Mal servicio"
"R40825","2025-11-12","22","Ventas","6"," "
"R40827","2025-11-04","36","Ventas","10"," "
"R40833","2025-11-28","39","Soporte","5","Muy bien"
"R40834","2025-11-17","35","Ventas","9","Mal servicio"
"R40835","2025-11-12","21","Atencion","1"," "
"R40836","2025-11-03","57","Ventas","2","Rapido"
"R40837","2025-11-25","40","Atencion","1","Excelente"
"R40839","2025-11-28","19","Atencion","3"," "
"R40840","2025-11-05","35","Soporte","1"," "
"R40847","2025-11-12","22","Atencion","4","Rapido"
"R40848","2025-11-17","26","Atencion","2","Excelente"
"R40849","2025-11-16","19","Soporte","10","Muy bien"
"R40854","2025-11-24","23","Soporte","8","Podria mejorar"
"R40855","2025-11-13","25","Soporte","6"," "
"R40856","2025-11-29","58","Atencion","7"," "
"R40857","2025-11-04","38","Atencion","8"," "
"R40858","2025-11-30","63","Soporte","3"," "
"R40859","2025-11-18","64","Atencion","3"," "
"R40861","2025-11-05","44","Atencion","6","Muy bien"
"R40865","2025-11-22","47","Ventas","2","Podria mejorar"
"R40866","2025-11-08","50","Soporte","3"," "
"R40869","2025-11-22","43","Soporte","2","Podria mejorar"
"R40873","2025-11-20","22","Atencion","2","Muy bien"
"R40875","2025-11-27","63","Atencion","6","Muy bien"
"R40876","2025-11-21","39","Ventas","2"," "
"R40879","2025-11-13","25","Soporte","6"," "
"R40881","2025-11-11","30","Soporte","8"," "
"R40882","2025-11-09","52","Atencion","4","Excelente"
"R40884","2025-11-24","56","Atencion","2","Rapido"
"R40888","2025-11-21","42","Atencion","3"," "
"R40889","2025-11-13","37","Atencion","9","Rapido"
"R40890","2025-11-17","37","Ventas","1"," "
"R40891","2025-11-23","51","Soporte","9","Muy bien"
"R40900","2025-11-28","27","Atencion","6","Mal servicio"
"R40901","2025-11-18","45","Atencion","7","Mal servicio"
"R40904","2025-11-26","40","Atencion","1"," "
"R40905","2025-11-30","18","Atencion","3","Podria mejorar"
"R40907","2025-11-09","35","Ventas","4","Mal servicio"
"R40909","2025-11-18","62","Soporte","1","Podria mejorar"
"R40912","2025-11-06","50","Postventa","5","Podria mejorar"
"R40914","2025-11-14","35","Ventas","10"," "
"R40915","2025-11-27","50","Atencion","5","Podria mejorar"
"R40917","2025-11-14","41","Postventa","4","Podria mejorar"
"R40923","2025-11-28","44","Soporte","1","Rapido"
"R40924","2025-11-08","55","Atencion","5"," "
"R40925","2025-11-14","65","Soporte","5"," "
"R40926","2025-11-09","40","Atencion","8"," "
"R40928","2025-11-21","22","Soporte","2","Excelente"
"R40929","2025-11-21","52","Soporte","5"," "
"R40932","2025-11-02","35","Soporte","9"," "
"R40937","2025-11-29","57","Ventas","8"," "
"R40939","2025-11-16","20","Atencion","6","Rapido"
"R40940","2025-11-16","38","Atencion","6"," "
"R40942","2025-11-14","40","Soporte","9"," "
"R40944","2025-11-29","64","Atencion","8"," "
"R40946","2025-11-27","63","Soporte","10"," "
"R40948","2025-11-30","42","Ventas","6","Muy bien"
"R40950","2025-11-18","52","Atencion","7"," "
"R40951","2025-11-16","29","Ventas","3","Excelente"
"R40953","2025-11-23","41","Atencion","1","Mal servicio"
"R40955","2025-11-25","26","Soporte","3"," "
"R40957","2025-11-28","31","Soporte","10","Podria mejorar"
"R40961","2025-11-28","31","Soporte","1","Mal servicio"
"R40962","2025-11-21","49","Atencion","7"," "
"R40964","2025-11-30","65","Soporte","10","Mal servicio"
"R40966","2025-11-24","36","Postventa","4","Excelente"
"R40967","2025-11-20","50","Soporte","1"," "
"R40968","2025-11-19","63","Ventas","2"," "
"R40970","2025-11-16","65","Postventa","2"," "
"R40973","2025-11-24","33","Ventas","3","Rapido"
"R40976","2025-11-03","44","Soporte","9","Rapido"
"R40979","2025-11-19","51","Ventas","2","Podria mejorar"
"R40980","2025-11-30","22","Atencion","1","Muy bien"
"R40982","2025-11-16","61","Soporte","1"," "
"R40984","2025-11-13","25","Ventas","4","Excelente"
"R40987","2025-11-18","19","Soporte","4","Excelente"
"R40989","2025-11-01","43","Atencion","6","Rapido"
"R40990","2025-11-11","24","Ventas","10"," "
"R40994","2025-11-22","23","Soporte","9"," "
"R40995","2025-11-21","44","Ventas","7","Mal servicio"
"R40999","2025-11-19","24","Postventa","8"," "
"R41000","2025-11-12","64","Atencion","2","Excelente"
"R41003","2025-11-30","36","Ventas","9"," "
"R41007","2025-11-16","52","Atencion","3","Muy bien"
"R41009","2025-11-03","55","Ventas","2"," "
"R41011","2025-11-27","30","Ventas","5"," "
"R41013","2025-11-29","59","Soporte","3"," "
"R41014","2025-11-29","57","Atencion","9","Excelente"
"R41015","2025-11-29","60","Postventa","5","Excelente"
"R41017","2025-11-04","54","Atencion","7"," "
"R41022","2025-11-27","55","Ventas","10"," "
"R41023","2025-11-11","19","Postventa","9","Podria mejorar"
"R41024","2025-11-30","63","Ventas","10","Excelente"
"R41026","2025-11-23","27","Soporte","8","Excelente"
"R41027","2025-11-09","20","Ventas","4","Muy bien"
"R41029","2025-11-23","24","Atencion","1"," "
"R41031","2025-11-24","46","Soporte","6"," "
"R41034","2025-11-12","36","Soporte","10"," "
"R41038","2025-11-21","34","Ventas","1"," "
"R41039","2025-11-28","46","Atencion","1"," "
"R41040","2025-11-06","59","Atencion","4"," "
"R41041","2025-11-18","60","Atencion","9","Muy bien"
"R41043","2025-11-11","40","Soporte","6"," "
"R41044","2025-11-16","40","Soporte","3","Mal servicio"
"R41046","2025-11-03","62","Soporte","1"," "
"R41049","2025-11-07","53","Atencion","2"," "
"R41050","2025-11-27","19","Atencion","10","Muy bien"
"R41052","2025-11-08","46","Ventas","3","Rapido"
"R41053","2025-11-30","48","Soporte","7"," "
"R41055","2025-11-24","18","Atencion","6","Rapido"
"R41059","2025-11-14","23","Atencion","9","Muy bien"
"R41063","2025-11-13","58","Postventa","4"," "
"R41066","2025-11-06","62","Soporte","3","Podria mejorar"
"R41071","2025-11-20","33","Soporte","5","Mal servicio"
"R41074","2025-11-25","18","Soporte","9"," "
"R41076","2025-11-20","33","Atencion","4"," "
"R41079","2025-11-21","53","Soporte","1","Podria mejorar"
"R41080","2025-11-21","60","Atencion","5"," "
"R41082","2025-11-01","59","Ventas","8","Podria mejorar"
"R41088","2025-11-23","45","Soporte","8"," "
"R41090","2025-11-17","50","Soporte","5","Muy bien"
"R41092","2025-11-03","18","Soporte","8","Rapido"
"R41093","2025-11-25","27","Atencion","1","Podria mejorar"
"R41094","2025-11-04","50","Soporte","1"," "
"R41096","2025-11-06","63","Soporte","2"," "
"R41098","2025-11-04","44","Ventas","5"," "
"R41101","2025-11-18","62","Soporte","2","Podria mejorar"
"R41104","2025-11-28","31","Atencion","4"," "
"R41105","2025-11-26","23","Ventas","1"," "
"R41106","2025-11-23","19","Atencion","9"," "
"R41107","2025-11-05","53","Atencion","8","Muy bien"
"R41108","2025-11-10","65","Soporte","10"," "
"R41113","2025-11-27","61","Soporte","7"," "
"R41115","2025-11-23","49","Ventas","6","Rapido"
"R41119","2025-11-25","59","Soporte","5"," "
"R41120","2025-11-14","56","Soporte","7","Excelente"
"R41123","2025-11-03","56","Atencion","8"," "
"R41125","2025-11-17","37","Atencion","4"," "
"R41127","2025-11-24","49","Atencion","8"," "
"R41128","2025-11-04","54","Ventas","4"," "
"R41129","2025-11-21","40","Atencion","8","Rapido"
"R41130","2025-11-10","37","Soporte","4"," "
"R41134","2025-11-24","44","Atencion","6"," "
"R41135","2025-11-01","47","Ventas","10","Rapido"
"R41138","2025-11-01","46","Atencion","7"," "
"R41139","2025-11-08","24","Ventas","1"," "
"R41142","2025-11-27","56","Soporte","2"," "
"R41143","2025-11-27","22","Soporte","9"," "
"R41148","2025-11-11","58","Soporte","1"," "
"R41151","2025-11-14","65","Soporte","4","Rapido"
"R41154","2025-11-08","52","Atencion","7","Excelente"
"R41155","2025-11-03","49","Atencion","10","Podria mejorar"
"R41157","2025-11-30","23","Atencion","6","Muy bien"
"R41159","2025-11-29","35","Atencion","7"," "
"R41162","2025-11-13","49","Atencion","10","Podria mejorar"
"R41164","2025-11-13","65","Atencion","4"," "
"R41165","2025-11-26","35","Atencion","4","Muy bien"
"R41166","2025-11-22","19","Atencion","3"," "
"R41169","2025-11-11","61","Atencion","4","Rapido"
"R41172","2025-11-17","55","Soporte","8"," "
"R41173","2025-11-04","35","Soporte","7"," "
"R41175","2025-11-12","47","Postventa","7","Muy bien"
"R41176","2025-11-16","43","Soporte","1","Muy bien"
"R41177","2025-11-12","22","Atencion","9","Muy bien"
"R41179","2025-11-29","47","Ventas","3"," "
"R41180","2025-11-07","33","Soporte","5"," "
"R41181","2025-11-18","38","Ventas","5","Excelente"
"R41182","2025-11-10","54","Soporte","5"," "
"R41184","2025-11-14","58","Atencion","3","Podria mejorar"
"R41188","2025-11-16","31","Soporte","9"," "
"R41189","2025-11-01","65","Atencion","10"," "
"R41190","2025-11-30","36","Atencion","9","Rapido"
"R41194","2025-11-12","34","Ventas","3","Mal servicio"
"R41197","2025-11-27","25","Atencion","6","Mal servicio"
"R41198","2025-11-24","27","Soporte","7"," "
"R41200","2025-11-15","55","Atencion","5"," "
"R41205","2025-11-01","58","Atencion","6","Excelente"
"R41208","2025-11-26","21","Ventas","5","Rapido"
"R41209","2025-11-04","33","Atencion","1","Rapido"
"R41210","2025-11-22","54","Atencion","2"," "
"R41213","2025-11-07","35","Atencion","7","Mal servicio"
"R41214","2025-11-06","36","Soporte","9","Rapido"
"R41215","2025-11-21","26","Atencion","2"," "
"R41216","2025-11-05","65","Soporte","6"," "
"R41218","2025-11-20","31","Soporte","7","Excelente"
"R41219","2025-11-28","57","Atencion","2","Rapido"
"R41222","2025-11-14","51","Atencion","9","Muy bien"
"R41223","2025-11-05","45","Atencion","3"," "
"R41230","2025-11-25","32","Ventas","6"," "
"R41232","2025-11-14","55","Soporte","6","Muy bien"
"R41235","2025-11-28","25","Atencion","1","Muy bien"
"R41236","2025-11-05","44","Soporte","5"," "
"R41237","2025-11-27","53","Soporte","4","Excelente"
"R41239","2025-11-21","29","Soporte","7"," "
"R41240","2025-11-04","37","Atencion","5","Muy bien"
"R41242","2025-11-27","52","Soporte","5","Rapido"
"R41245","2025-11-01","64","Atencion","3","Podria mejorar"
"R41247","2025-11-06","19","Atencion","1","Podria mejorar"
"R41248","2025-11-13","32","Atencion","5"," "
"R41249","2025-11-02","34","Ventas","6"," "
"R41251","2025-11-13","56","Postventa","3","Podria mejorar"
"R41253","2025-11-25","38","Atencion","7"," "
"R41256","2025-11-11","22","Soporte","3"," "
"R41257","2025-11-07","35","Postventa","4"," "
"R41258","2025-11-28","38","Soporte","9","Excelente"
"R41260","2025-11-10","52","Atencion","1","Mal servicio"
"R41261","2025-11-12","26","Soporte","5"," "
"R41262","2025-11-26","51","Atencion","6","Muy bien"
"R41267","2025-11-20","62","Ventas","2","Podria mejorar"
"R41270","2025-11-01","29","Ventas","7","Muy bien"
"R41273","2025-11-24","45","Atencion","8"," "
"R41275","2025-11-18","57","Atencion","6","Mal servicio"
"R41276","2025-11-08","38","Atencion","9","Mal servicio"
"R41277","2025-11-30","36","Ventas","6","Excelente"
"R41278","2025-11-15","63","Postventa","7","Mal servicio"
"R41283","2025-11-10","63","Ventas","9"," "
"R41284","2025-11-30","19","Atencion","5"," "
"R41285","2025-11-27","53","Atencion","5"," "
"R41288","2025-11-09","54","Postventa","1","Muy bien"
"R41290","2025-11-11","62","Atencion","2"," "
"R41293","2025-11-20","61","Ventas","5","Excelente"
"R41294","2025-11-18","44","Soporte","2"," "
"R41295","2025-11-27","47","Soporte","5","Excelente"
"R41297","2025-11-20","39","Soporte","7","Podria mejorar"
"R41298","2025-11-11","32","Soporte","8","Muy bien"
"R41303","2025-11-13","65","Atencion","4"," "
"R41304","2025-11-07","35","Soporte","3","Mal servicio"
"R41310","2025-11-17","50","Atencion","1","Muy bien"
"R41311","2025-11-26","40","Ventas","9"," "
"R41314","2025-11-23","38","Atencion","6"," "
"R41317","2025-11-28","18","Postventa","3"," "
"R41319","2025-11-30","32","Ventas","5","Podria mejorar"
"R41321","2025-11-14","37","Atencion","7","Mal servicio"
"R41324","2025-11-01","57","Ventas","6","Muy bien"
"R41326","2025-11-27","45","Soporte","10","Mal servicio"
"R41327","2025-11-06","19","Ventas","3"," "
"R41328","2025-11-06","64","Soporte","4"," "
"R41329","2025-11-05","60","Soporte","6","Excelente"
"R41331","2025-11-18","36","Soporte","4","Mal servicio"
"R41332","2025-11-09","64","Atencion","3"," "
"R41333","2025-11-08","42","Soporte","6"," "
"R41335","2025-11-28","45","Postventa","2"," "
"R41336","2025-11-14","50","Atencion","2","Excelente"
"R41341","2025-11-22","53","Atencion","4"," "
"R41342","2025-11-11","36","Atencion","8"," "
"R41343","2025-11-02","58","Atencion","2","Mal servicio"
"R41345","2025-11-10","26","Soporte","7","Mal servicio"
"R41347","2025-11-26","27","Ventas","8","Excelente"
"R41349","2025-11-05","40","Soporte","2"," "
"R41350","2025-11-07","35","Soporte","1"," "
"R41352","2025-11-20","30","Atencion","6","Excelente"
"R41354","2025-11-14","43","Soporte","7"," "
"R41355","2025-11-22","39","Atencion","8","Rapido"
"R41357","2025-11-14","40","Atencion","6","Mal servicio"
"R41359","2025-11-22","58","Atencion","7","Muy bien"
"R41362","2025-11-15","27","Soporte","1"," "
"R41364","2025-11-26","52","Soporte","7"," "
"R41365","2025-11-04","21","Atencion","5","Muy bien"
"R41368","2025-11-20","40","Soporte","4"," "
"R41370","2025-11-13","54","Soporte","9","Rapido"
"R41371","2025-11-21","34","Atencion","6"," "
"R41374","2025-11-28","41","Soporte","3","Podria mejorar"
"R41377","2025-11-10","33","Ventas","2","Rapido"
"R41378","2025-11-28","58","Ventas","8"," "
